"Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery Name","City","State"
"On the Wings of Armageddon",851,9.2,115,228,"American Double / Imperial IPA",12,"DC Brau Brewing Company","Washington"," DC"
"The Corruption",186,6.5,80,228,"American IPA",12,"DC Brau Brewing Company","Washington"," DC"
"The Citizen",185,7,23.875,228,"Belgian Pale Ale",12,"DC Brau Brewing Company","Washington"," DC"
"The Public",184,6,44.9411764705882,228,"American Pale Ale (APA)",12,"DC Brau Brewing Company","Washington"," DC"
"Dank IPA",1224,6.5,67.6345514950166,452,"American IPA",16,"Dad & Dude's Breweria","Aurora"," CO"
"Dank IPA (2012)",964,6.5,67.6345514950166,452,"American IPA",16,"Dad & Dude's Breweria","Aurora"," CO"
"Lift Off IPA",1623,7.2,67.6345514950166,359,"American IPA",16,"Daredevil Brewing Company","Shelbyville"," IN"
"BrewFarm Select Golden Lager",110,5.5,26.75,555,"American Pale Lager",12,"Dave's Brewfarm","Wilson"," WI"
"Sprocket Blonde Ale (2006)",1735,5,20.983606557377,334,"American Blonde Ale",12,"David's Ale Works","Diamond Springs"," CA"
"Sprocket Pale Ale (2006)",1734,5,44.9411764705882,334,"American Pale Ale (APA)",12,"David's Ale Works","Diamond Springs"," CA"
"Dead Armadillo Amber Ale",1746,6.3,37,331,"American Amber / Red Ale",12,"Dead Armadillo Craft Brewing","Tulsa"," OK"
"Neato Bandito",2371,6,22,128,"Euro Pale Lager",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Oak Cliff Coffee Ale",2251,7.5,33,128,"American Brown Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Dream Crusher Double IPA",2166,8.5,100,128,"American Double / Imperial IPA",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Deep Ellum Pale Ale",1827,6,44.9411764705882,128,"American Pale Ale (APA)",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Double Brown Stout",1203,7,54,128,"Baltic Porter",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Farmhouse Wit",1202,4.8,25,128,"Saison / Farmhouse Ale",16,"Deep Ellum Brewing Company","Dallas"," TX"
"Rye Pils Session Lager",1161,4.6,34.1764705882353,128,"German Pilsener",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Dallas Blonde",946,5.2,23,128,"American Blonde Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Deep Ellum IPA",943,7,70,128,"American IPA",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Thrasher Session India Pale Ale",1886,4.5,44,284,"American IPA",12,"Defiance Brewing Company","Hays"," KS"
"Gutch English Style Mild Ale",1885,5,16,284,"English Pale Mild Ale",12,"Defiance Brewing Company","Hays"," KS"
"Chuli Stout",1213,5.9,55,454,"Irish Dry Stout",12,"Denali Brewing Company","Talkeetna"," AK"
"Mother Ale",1159,5.6,46,454,"American Blonde Ale",12,"Denali Brewing Company","Talkeetna"," AK"
"Twister Creek India Pale Ale",947,6.5,71,454,"American IPA",12,"Denali Brewing Company","Talkeetna"," AK"
"Single Engine Red",929,5.8,46,454,"Irish Red Ale",12,"Denali Brewing Company","Talkeetna"," AK"
"Incredible Pedal IPA",1944,7,67.6345514950166,264,"American IPA",12,"Denver Beer Company","Denver"," CO"
"Graham Cracker Porter",1943,5,31.9230769230769,264,"American Porter",12,"Denver Beer Company","Denver"," CO"
"Mirror Pond Pale Ale",1210,5,40,455,"American Pale Ale (APA)",12,"Deschutes Brewery","Bend"," OR"
"Weissenheimer",2550,5.2,16,58,"Hefeweizen",12,"Destihl Brewery","Bloomington"," IL"
"Abbey's Single (2015- )",2505,4.9,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington"," IL"
"Vertex IPA",2025,6.3,76,58,"American IPA",12,"Destihl Brewery","Bloomington"," IL"
"Here Gose Nothin'",2021,5,12,58,"Gose",12,"Destihl Brewery","Bloomington"," IL"
"Strawberry Blonde",2015,5,14.2,58,"Fruit / Vegetable Beer",12,"Destihl Brewery","Bloomington"," IL"
"Hoperation Overload",1888,9.6,85,58,"American Double / Imperial IPA",12,"Destihl Brewery","Bloomington"," IL"
"Abbey's Single Ale (Current)",1887,4.9,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington"," IL"
"Bravo Four Point",2051,4.4,45,238,"American Pale Ale (APA)",12,"Devil's Backbone Brewing Company","Lexington"," VA"
"Striped Bass Pale Ale",1201,5.2,26,238,"American Pale Ale (APA)",12,"Devil's Backbone Brewing Company","Lexington"," VA"
"Deadicated Amber",924,5.4,27,492,"American Amber / Red Ale",16,"Devil's Canyon Brewery","Belmont"," CA"
"Kaleidoscope Collaboration 2012",731,6.9,68.9,492,"American Black Ale",16,"Devil's Canyon Brewery","Belmont"," CA"
"California Sunshine Rye IPA",730,7.1,85,492,"American IPA",16,"Devil's Canyon Brewery","Belmont"," CA"
"Full Boar Scotch Ale",647,7.4,12,492,"Scotch Ale / Wee Heavy",16,"Devil's Canyon Brewery","Belmont"," CA"
"12 Man Pale Ale",1773,4.5,44.9411764705882,320,"American Pale Ale (APA)",12,"Dick's Brewing Company","Centralia"," WA"
"Filthy Hoppin' IPA",1795,6.5,72,312,"American IPA",16,"Dirty Bucket Brewing Company","Woodinville"," WA"
"Dock Street Amber Beer (1992)",944,5.7,36.2987012987013,489,"American Amber / Red Ale",12,"Dock Street Brewery","Philadelphia"," PA"
"Dolores River Hefeweizen",524,5.1,17.5925925925926,532,"Hefeweizen",16,"Dolores River Brewery","Dolores"," CO"
"Dolores River ESB",450,5.6,45.7142857142857,532,"Extra Special / Strong Bitter (ESB)",16,"Dolores River Brewery","Dolores"," CO"
"Snaggletooth Double Pale Ale",449,8.7,93.32,532,"American Double / Imperial IPA",16,"Dolores River Brewery","Dolores"," CO"
"Dolores River Pale Ale",448,5.5,44.9411764705882,532,"American Pale Ale (APA)",16,"Dolores River Brewery","Dolores"," CO"
"Dolores River Dry Stout",447,5.6,38.6666666666667,532,"Irish Dry Stout",16,"Dolores River Brewery","Dolores"," CO"
"Dolores River Mild",446,4.2,22,532,"English Dark Mild Ale",16,"Dolores River Brewery","Dolores"," CO"
"Cranberry Blend",1246,4.9,0,447,"Cider",12,"Downeast Cider House","Leominster"," MA"
"Orignal Blend",977,5.1,0,447,"Cider",12,"Downeast Cider House","Leominster"," MA"
"Hop Abomination",881,6.6,100,497,"American IPA",12,"Dry Dock Brewing Company","Aurora"," CO"
"Apricot Blonde",880,5.1,17,497,"Fruit / Vegetable Beer",12,"Dry Dock Brewing Company","Aurora"," CO"
"Dry Dock Hefeweizen",872,4.3,12,497,"Hefeweizen",12,"Dry Dock Brewing Company","Aurora"," CO"
"Dry Dock Amber Ale",871,5.8,49,497,"American Amber / Red Ale",12,"Dry Dock Brewing Company","Aurora"," CO"
"Category 3 IPA",1685,6.1,64,341,"American IPA",12,"Due South Brewing Company","Boynton Beach"," FL"
"Dundee Summer Wheat Beer",457,4.5,18,539,"American Pale Wheat Ale",12,"Dundee Brewing Company","Rochester"," NY"
"Pumpkin Patch Ale",1590,5,24.8181818181818,370,"Pumpkin Ale",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Crank Yanker IPA",1382,7.8,74,370,"American IPA",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"River Runners Pale Ale",1110,6,44.9411764705882,370,"American Pale Ale (APA)",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Pumpkin Patch Ale (2012)",1014,5,24.8181818181818,370,"Pumpkin Ale",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Mountain Fairy Raspberry Wheat",911,5.5,14.2,370,"Fruit / Vegetable Beer",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Boater Beer",680,4.5,34.1764705882353,370,"German Pilsener",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Crank Yanker IPA (2011)",395,7.8,74,370,"American IPA",16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"Bleeding Buckeye Red Ale",1642,5.7,45.7142857142857,353,"Extra Special / Strong Bitter (ESB)",16,"Elevator Brewing Company","Columbus"," OH"
"Dottie Seattle Lager",673,4.9,25,517,"American Amber / Red Lager",16,"Emerald City Beer Company","Seattle"," WA"
"Nut Sack Imperial Brown Ale",1107,7,29.8947368421053,466,"American Brown Ale",12,"Engine 15 Brewing","Jacksonville Beach"," FL"
"Underachiever",1039,5,11,474,"American Adjunct Lager",16,"Engine House 9","Tacoma"," WA"
"Lil' Brainless Raspberries",2477,5.2,14.2,82,"Fruit / Vegetable Beer",12,"Epic Brewing","Denver"," CO"
"Element 29",2008,5.2,44.9411764705882,82,"American Pale Ale (APA)",12,"Epic Brewing","Denver"," CO"
"Hop Syndrome",2004,5,26.75,82,"American Pale Lager",12,"Epic Brewing","Denver"," CO"
"Escape to Colorado",2003,6.2,67.6345514950166,82,"American IPA",12,"Epic Brewing","Denver"," CO"
"Little Sister India Style Session Ale",2292,4.3,60,171,"American IPA",12,"Everybody's Brewing","White Salmon"," WA"
"Country Boy IPA",1504,6.2,80,171,"American IPA",12,"Everybody's Brewing","White Salmon"," WA"
"Blonde Czich",2604,4.9,23,27,"American Blonde Ale",16,"Evil Czech Brewery","Mishawaka"," IN"
"White Reaper",2432,7,61,27,"Belgian IPA",16,"Evil Czech Brewery","Mishawaka"," IN"
"Bobblehead",2431,5.1,20.6885245901639,27,"American Pale Wheat Ale",16,"Evil Czech Brewery","Mishawaka"," IN"
"Lucky Dog",2430,5.2,44.9411764705882,27,"American Pale Ale (APA)",16,"Evil Czech Brewery","Mishawaka"," IN"
"Voodoo",2429,4.8,31.9230769230769,27,"American Porter",16,"Evil Czech Brewery","Mishawaka"," IN"
"General George Patton Pilsner",1967,5.4,48,27,"Czech Pilsener",16,"Evil Czech Brewery","Mishawaka"," IN"
"Nomader Weiss",2283,4,7.8,174,"Berliner Weissbier",12,"Evil Twin Brewing","Brooklyn"," NY"
"Molotov Lite",2248,8.5,93.32,174,"American Double / Imperial IPA",16,"Evil Twin Brewing","Brooklyn"," NY"
"Hipster Ale (Two Roads Brewing)",1287,5.5,44.9411764705882,174,"American Pale Ale (APA)",12,"Evil Twin Brewing","Brooklyn"," NY"
"Bikini Beer",1286,2.7,67.6345514950166,174,"American IPA",12,"Evil Twin Brewing","Brooklyn"," NY"
"Hipster Ale (Westbrook Brewing)",640,5.5,44.9411764705882,174,"American Pale Ale (APA)",12,"Evil Twin Brewing","Brooklyn"," NY"
"Iron Horse Pale Ale",1722,5,32,336,"American Pale Ale (APA)",12,"Fargo Brewing Company","Fargo"," ND"
"Stone's Throw IPA",1435,4.5,19,336,"Scottish Ale",12,"Fargo Brewing Company","Fargo"," ND"
"Wood Chipper India Pale Ale",1434,6.7,70,336,"American IPA",12,"Fargo Brewing Company","Fargo"," ND"
"Trail Head",2089,6.3,55,225,"American Pale Ale (APA)",12,"Fat Head's Brewery","Middleburg Heights"," OH"
"Hop Stalker Fresh Hop IPA",2088,7,80,225,"American IPA",16,"Fat Head's Brewery","Middleburg Heights"," OH"
"Sudice American Stout",1455,7,58,406,"American Stout",16,"Fate Brewing Company","Boulder"," CO"
"Parcae Belgian Style Pale Ale",1454,5,20,406,"Belgian Pale Ale",16,"Fate Brewing Company","Boulder"," CO"
"Norns Roggenbier",1453,5,20,406,"Roggenbier",16,"Fate Brewing Company","Boulder"," CO"
"Laimas Kölsch Style Ale",1452,5,20,406,"Kölsch",16,"Fate Brewing Company","Boulder"," CO"
"Moirai India Pale Ale",1451,7,70,406,"American IPA",16,"Fate Brewing Company","Boulder"," CO"
"Loki Red Ale",2191,7.5,53,202,"American Amber / Red Ale",16,"Fearless Brewing Company","Estacada"," OR"
"Peaches & Cream",1731,4.6,14.2,202,"Fruit / Vegetable Beer",16,"Fearless Brewing Company","Estacada"," OR"
"Quaff India Style Session Ale",1022,5.1,67.6345514950166,202,"American IPA",16,"Fearless Brewing Company","Estacada"," OR"
"Loki Red Ale (2013)",895,7.5,53,202,"American Amber / Red Ale",16,"Fearless Brewing Company","Estacada"," OR"
"Mjolnir Imperial IPA",682,6.9,93.32,202,"American Double / Imperial IPA",16,"Fearless Brewing Company","Estacada"," OR"
"Fearless Scottish Ale",112,5,26.9090909090909,202,"Scottish Ale",16,"Fearless Brewing Company","Estacada"," OR"
"Mastermind",2289,8.1,93.32,173,"American Double / Imperial IPA",12,"Fiddlehead Brewing Company","Shelburne"," VT"
"Hyzer Flip",2027,8.2,93.32,173,"American Double / Imperial IPA",16,"Fiddlehead Brewing Company","Shelburne"," VT"
"Second Fiddle",1929,8.2,80,173,"American Double / Imperial IPA",16,"Fiddlehead Brewing Company","Shelburne"," VT"
"Hodad Porter",1858,5.5,30,173,"American Porter",16,"Fiddlehead Brewing Company","Shelburne"," VT"
"Weiss Weiss Baby",2591,4.5,40,37,"Kristalweizen",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"Czech Yo Self",2590,5.5,45,37,"Czech Pilsener",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"FMB 101",1968,4.8,20,37,"Kölsch",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"Hardcore Chimera",1981,9,93.32,257,"American Double / Imperial IPA",16,"Finch's Beer Company","Chicago"," IL"
"Sobek & Set",1664,8,80,257,"American Black Ale",16,"Finch's Beer Company","Chicago"," IL"
"Nuclear Winter",1663,8.6,72,257,"Belgian Strong Dark Ale",16,"Finch's Beer Company","Chicago"," IL"
"Wet Hot American Wheat Ale",1662,5,22,257,"American Pale Wheat Ale",16,"Finch's Beer Company","Chicago"," IL"
"Secret Stache Stout",941,5.3,41.3125,257,"American Stout",16,"Finch's Beer Company","Chicago"," IL"
"Fascist Pig Ale",935,8,72,257,"American Amber / Red Ale",16,"Finch's Beer Company","Chicago"," IL"
"Cut Throat Pale Ale",809,5.5,44.9411764705882,257,"American Pale Ale (APA)",16,"Finch's Beer Company","Chicago"," IL"
"Threadless IPA",481,7.5,67.6345514950166,257,"American IPA",16,"Finch's Beer Company","Chicago"," IL"
"Cut Throat Pale Ale (2011)",351,5.5,44.9411764705882,257,"American Pale Ale (APA)",16,"Finch's Beer Company","Chicago"," IL"
"Golden Wing Blonde Ale",350,4.7,20.983606557377,257,"American Blonde Ale",16,"Finch's Beer Company","Chicago"," IL"
"Easy Jack",2569,4.5,47,49,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"Union Jack",2463,7.5,75,49,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"Pivo Pils",2462,5.3,34.1764705882353,49,"German Pilsener",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"805 Blonde Ale",1957,4.7,20.983606557377,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"805",1733,4.7,20,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"Deflator",2624,6.5,24.5,17,"Doppelbock",16,"Flat 12 Bierwerks","Indianapolis"," IN"
"Hinchtown Hammer Down",2284,5,27,17,"American Blonde Ale",16,"Flat 12 Bierwerks","Indianapolis"," IN"
"Half Cycle IPA",1610,6,104,17,"American IPA",16,"Flat 12 Bierwerks","Indianapolis"," IN"
"Inclined Plane Ale",520,6.5,67.6345514950166,533,"American IPA",12,"Flat Rock Brewing Company","Smithton"," PA"
"Moped Traveler",2554,5.5,44.9411764705882,55,"American Pale Ale (APA)",16,"Flesk Brewing Company","Lombard"," IL"
"Snake Dog IPA",608,7.1,60,522,"American IPA",12,"Flying Dog Brewery","Frederick"," MD"
"Underdog Atlantic Lager",607,4.7,28,522,"American Pale Lager",12,"Flying Dog Brewery","Frederick"," MD"
"Flying Mouse 8",2567,4,31.9230769230769,51,"American Porter",12,"Flying Mouse Brewery","Troutville"," VA"
"Flying Mouse 4",2566,7,70,51,"American IPA",12,"Flying Mouse Brewery","Troutville"," VA"
"La Ferme Urbaine Farmhouse Ale",1899,7.8,28.3913043478261,280,"Saison / Farmhouse Ale",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Backyahd IPA",983,6,67.6345514950166,280,"American IPA",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Raincloud Robust Porter",982,6.5,31.9230769230769,280,"American Porter",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Barstool American Golden Ale",981,4.5,20.983606557377,280,"American Blonde Ale",12,"Foolproof Brewing Company","Pawtucket"," RI"
"What the Butler Saw",2111,5,18,218,"Witbier",12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"1916 Shore Shiver",2110,6.9,65,218,"American IPA",12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"Quick WIT",2172,5.2,23.875,207,"Belgian Pale Ale",12,"Fort George Brewery","Astoria"," OR"
"The Optimist",2171,6.2,67.6345514950166,207,"American IPA",12,"Fort George Brewery","Astoria"," OR"
"Suicide Squeeze IPA",1911,4.5,67.6345514950166,207,"American IPA",16,"Fort George Brewery","Astoria"," OR"
"Java the Hop",1803,6.5,67.6345514950166,207,"American IPA",16,"Fort George Brewery","Astoria"," OR"
"Next Adventure Black IPA",1566,6.2,68.9,207,"American Black Ale",16,"Fort George Brewery","Astoria"," OR"
"3-Way IPA (2013)",1515,6.7,67.6345514950166,207,"American IPA",16,"Fort George Brewery","Astoria"," OR"
"Tender Loving Empire NWPA",1214,5.8,44.9411764705882,207,"American Pale Ale (APA)",16,"Fort George Brewery","Astoria"," OR"
"Quick Wit Belgianesque Ale",674,5.2,16.2083333333333,207,"Witbier",16,"Fort George Brewery","Astoria"," OR"
"Sunrise Oatmeal Pale Ale",562,5.5,44.9411764705882,207,"American Pale Ale (APA)",16,"Fort George Brewery","Astoria"," OR"
"Cavatica Stout",552,8.8,62,207,"American Double / Imperial Stout",16,"Fort George Brewery","Astoria"," OR"
"1811 Lager",319,5.1,23.25,207,"American Amber / Red Lager",16,"Fort George Brewery","Astoria"," OR"
"Vortex IPA",318,7.4,97,207,"American IPA",16,"Fort George Brewery","Astoria"," OR"
"Fort Pitt Ale",2322,5.7,36.2987012987013,152,"American Amber / Red Ale",12,"Fort Pitt Brewing Company","Latrobe"," PA"
"Park",2661,4.7,19,5,"American Pale Wheat Ale",12,"Fort Point Beer Company","San Francisco"," CA"
"Westfalia",2660,5.6,16,5,"American Amber / Red Ale",12,"Fort Point Beer Company","San Francisco"," CA"
"KSA",2659,4.6,17,5,"Kölsch",12,"Fort Point Beer Company","San Francisco"," CA"
"Villager",2658,6.3,42,5,"American IPA",12,"Fort Point Beer Company","San Francisco"," CA"
"Dirty Bastard",2625,8.5,50,16,"Scotch Ale / Wee Heavy",12,"Founders Brewing Company","Grand Rapids"," MI"
"Centennial IPA",1565,7.2,65,16,"American IPA",12,"Founders Brewing Company","Grand Rapids"," MI"
"All Day IPA",1223,4.7,42,16,"American IPA",12,"Founders Brewing Company","Grand Rapids"," MI"
"El Chingon IPA",1874,7.6,73,288,"American IPA",12,"Four Corners Brewing Company","Dallas"," TX"
"Block Party Robust Porter",1873,5.7,40,288,"American Porter",12,"Four Corners Brewing Company","Dallas"," TX"
"Local Buzz",1872,5.2,20,288,"American Blonde Ale",12,"Four Corners Brewing Company","Dallas"," TX"
"Feel Like Maplin' Love",2613,5.5,28.0909090909091,23,"Oatmeal Stout",16,"Four Fathers Brewing ","Valparaiso"," IN"
"Father's Beer",2612,5,23.875,23,"Belgian Pale Ale",16,"Four Fathers Brewing ","Valparaiso"," IN"
"The 26th",2611,6,67.6345514950166,23,"American IPA",16,"Four Fathers Brewing ","Valparaiso"," IN"
"The Gadget",2610,6.4,90,23,"American IPA",16,"Four Fathers Brewing ","Valparaiso"," IN"
"Leprechaun Lager",1657,4,26.75,349,"American Pale Lager",12,"Four Horsemen Brewing Company","South Bend"," IN"
"Sunbru Kölsch",2309,5.2,17,161,"Kölsch",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Kilt Lifter Scottish-Style Ale",1635,6,21,161,"Scottish Ale",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Pumpkin Porter",1616,5.1,31.9230769230769,161,"American Porter",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Four Peaks Peach Ale",1585,4.2,9,161,"Fruit / Vegetable Beer",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Hop Knot IPA",358,6.7,47,161,"American IPA",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Kilt Lifter Scottish-Style Ale (2009)",179,6,21,161,"Scottish Ale",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Sunbru Kölsch",178,5.2,21.7777777777778,161,"Kölsch",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Four String Vanilla Porter",2428,6,31.9230769230769,106,"American Porter",12,"Four String Brewing Company","Columbus"," OH"
"Suncaster Summer Wheat",2427,5,28,106,"American Pale Wheat Ale",12,"Four String Brewing Company","Columbus"," OH"
"Brass Knuckle Pale Ale",2425,5.7,36,106,"American Pale Ale (APA)",12,"Four String Brewing Company","Columbus"," OH"
"Big Star White IPA",2424,7,70,106,"American White IPA",12,"Four String Brewing Company","Columbus"," OH"
"Old Detroit",1998,5.6,36.2987012987013,254,"American Amber / Red Ale",12,"Frankenmuth Brewery","Frankenmuth"," MI"
"Batch 69 IPA",1556,6.9,69,254,"American IPA",12,"Frankenmuth Brewery","Frankenmuth"," MI"
"Twisted Helles Summer Lager",1208,5.5,18,254,"Munich Helles Lager",12,"Frankenmuth Brewery","Frankenmuth"," MI"
"OktoberFiesta",2527,5.3,27,67,"MÃ¤rzen / Oktoberfest",12,"Freetail Brewing Company","San Antonio"," TX"
"Texicali ",2526,6.5,33,67,"American Brown Ale",12,"Freetail Brewing Company","San Antonio"," TX"
"Pinata Protest",2525,6,16.2083333333333,67,"Witbier",12,"Freetail Brewing Company","San Antonio"," TX"
"Bat Outta Helles",2524,4.2,20,67,"Munich Helles Lager",12,"Freetail Brewing Company","San Antonio"," TX"
"Original",2523,6.8,36.2987012987013,67,"American Amber / Red Ale",12,"Freetail Brewing Company","San Antonio"," TX"
